dt,SMA_1,SMA_30,CrossOver_x,EMA_33,EMA_88,CrossOver_y,BBands_mid_7_7.0,BBands_top_7_7.0,BBands_bot_7_7.0
2024-05-18,85.7278821473181,69.87603816455515,0.0,,,0.0,78.31075910229583,117.76810249731597,38.85341570727572
2024-05-19,87.92849990805404,70.57399600650344,0.0,,,0.0,80.87549632117032,118.23480557663147,43.51618706570914
2024-05-20,86.54176446956694,71.24789331771174,0.0,,,0.0,83.0615325083935,110.19711292328412,55.92595209350287
2024-05-21,91.34789553735372,72.08297969453005,0.0,,,0.0,85.32268799562317,109.16203939887382,61.48333659237253
2024-05-22,96.2245581136209,73.08768291370204,0.0,,,0.0,87.49091110448842,119.77002084327997,55.211801365696886
2024-05-23,100.43352099425164,74.23780438833107,0.0,,,0.0,90.13062053661244,130.85656533382718,49.40467573939768
2024-05-24,106.06197870346163,75.57537257607912,0.0,,,0.0,93.46658569623244,143.51175666146764,43.42141473099721
2024-05-25,108.41679877143896,76.98917746133152,0.0,,,0.0,96.70785949967826,152.69965861344073,40.71606038591579
2024-05-26,111.15619535004926,78.49014684307892,0.0,,,0.0,100.02610170567758,159.3329015729143,40.71930183844087
2024-05-27,120.5901757916873,80.30201126275652,0.0,,,0.0,104.89016046598049,168.49345238673104,41.28686854522993
2024-05-28,136.43584917791532,82.6424218324427,0.0,,,0.0,111.33129670034644,199.05026806945872,23.61232533123413
2024-05-29,144.7191569886707,85.25298376846857,0.0,,,0.0,118.25909653963926,225.7237021795341,10.79449089974446
2024-05-30,146.41346907710323,87.90392904221385,0.0,,,0.0,124.8276605514752,237.7829998932442,11.8723212097062
2024-05-31,148.07478368682,90.59313900349169,0.0,,,0.0,130.8294898348121,241.78794302873425,19.87103664089
2024-06-01,154.63552361396304,93.49801574084955,0.0,,,0.0,137.43216481231556,240.51658397574533,34.347745648885805
2024-06-02,148.1044188387551,96.18524062864353,0.0,,,0.0,142.71048245355925,214.9982359049613,70.42272900215718
2024-06-03,151.3346339637458,98.97412077347238,0.0,,,0.0,147.10254790671047,184.1939720900025,110.01112372341842
2024-06-04,143.6940338881806,101.50674888202752,0.0,,,0.0,148.13943143674834,172.7964597443591,123.48240312913757
2024-06-05,136.7171912365553,103.79519753923708,0.0,,,0.0,146.99629347216043,184.08163621426712,109.91095073005371
2024-06-06,131.2037314441067,105.8750813491924,0.0,,,0.0,144.8234738103038,198.5584144483656,91.08853317224202
2024-06-07,130.7927916603429,107.92963241938884,0.0,,,0.0,142.35461780652136,204.74692323542263,79.9623123776201
2024-06-08,129.6955389161705,109.9411866035934,0.0,,,0.0,138.79176284969384,196.5569630684536,81.0265626309341
2024-06-09,126.65981973758612,111.8429533694226,0.0,,,0.0,135.72824869238397,193.1752407845498,78.28125660021814
